PRIMARY_KEY,FORMER_JOB_42,former_emp_contract,retirement_age
52110,"csp_6_9","EMP1-6",54
52112,"csp_6_3","EMP1-6",57
52114,"csp_6_9","EMP1-5",60
52116,"csp_5_2","EMP1-3",60
52127,"csp_6_8","EMP1-5",60
52139,"csp_5_2","EMP1-6",66
52146,"csp_5_2","EMP1-6",60
52150,"csp_6_4","EMP1-6",60
52174,"csp_4_6","EMP1-6",57
52184,"csp_2_2","EMP2-2",67
52185,"csp_2_1","EMP2-2",54
52192,"csp_6_2","EMP1-6",64
52198,"csp_6_3","EMP1-6",61
52200,"csp_5_5","EMP1-5",57
52205,"csp_4_8","EMP1-6",58
52213,"csp_6_3","EMP1-6",60
52217,"csp_1_1","EMP2-1",60
52222,"csp_5_2","EMP1-6",65
52233,"csp_4_6","EMP1-6",60
52243,"csp_2_1","EMP2-2",60
52249,"csp_2_1","EMP2-1",60
52250,"csp_1_2","EMP2-1",57
52251,"csp_5_2","EMP1-6",65
52254,"csp_6_4","EMP1-6",60
52270,"csp_4_3","EMP1-6",60
52279,"csp_2_2","EMP2-1",61
52308,"csp_5_4","EMP1-6",60
52310,"csp_5_4","EMP1-6",65
52323,"csp_6_4","EMP1-6",65
52331,"csp_6_7","EMP1-6",60
52332,"csp_5_2","EMP1-6",56
52333,"csp_5_2","EMP1-6",59
52345,"csp_5_2","EMP1-3",63
52346,"csp_4_7","EMP1-6",60
52363,"csp_2_3","EMP2-3",61
52364,"csp_4_5","EMP1-6",58
52365,"csp_6_7","EMP1-6",56
52372,"csp_6_7","EMP1-6",60
52375,"csp_5_2","EMP1-6",60
52381,"csp_6_8","EMP1-5",60
52384,"csp_5_2","EMP1-6",60
52401,"csp_6_2","EMP1-6",60
52417,"csp_4_2","EMP1-6",60
52433,"csp_4_5","EMP1-6",63
52436,"csp_6_7","EMP1-6",64
52445,"csp_4_8","EMP1-6",61
52447,"csp_5_2","EMP1-3",60
52458,"csp_5_2","EMP1-6",50
52459,"csp_5_6","EMP1-6",60
52480,"csp_4_2","EMP1-5",65
52494,"csp_6_8","EMP1-6",55
52495,"csp_4_7","EMP1-6",60
52496,"csp_6_4","EMP1-6",60
52519,"csp_6_7","EMP1-6",59
52528,"csp_5_6","EMP1-5",65
52553,"csp_6_5","EMP1-6",60
52555,"csp_4_3","EMP2-1",65
52572,"csp_6_7","EMP1-6",62
52575,"csp_5_2","EMP1-6",60
52581,"csp_5_4","EMP1-5",60
52587,"csp_2_3","EMP2-2",64
52589,"csp_6_7","EMP1-6",60
52592,"csp_5_4","EMP1-6",65
52594,"csp_4_3","EMP1-6",61
52596,"csp_4_2","EMP1-6",63
52599,"csp_6_8","EMP1-6",60
52606,"csp_6_3","EMP1-6",56
52611,"csp_3_1","EMP2-1",60
52614,"csp_4_2","EMP1-6",51
52617,"csp_6_4","EMP1-6",60
52625,"csp_2_1","EMP2-1",55
52627,"csp_6_3","EMP1-6",60
52658,"csp_2_1","EMP2-1",60
52661,"csp_5_2","EMP1-6",56
52679,"csp_4_7","EMP1-6",61
52681,"csp_2_1","EMP2-2",62
52700,"csp_6_5","EMP1-6",60
52717,"csp_5_6","EMP1-6",61
52725,"csp_6_2","EMP1-6",58
52741,"csp_6_8","EMP1-6",60
52743,"csp_5_4","EMP1-6",60
52744,"csp_6_7","EMP1-6",62
52759,"csp_5_2","EMP1-6",65
52773,"csp_5_6","EMP1-6",60
52790,"csp_6_2","EMP1-6",58
52793,"csp_3_3","EMP1-6",57
52807,"csp_6_8","EMP1-6",60
52817,"csp_5_5","EMP1-6",60
52841,"csp_3_3","EMP1-6",60
52842,"csp_3_8","EMP1-6",60
52843,"csp_4_7","EMP1-6",63
52853,"csp_6_8","EMP1-6",65
52863,"csp_2_2","EMP2-2",60
52876,"csp_6_4","EMP1-6",63
52885,"csp_5_2","EMP1-6",60
52902,"csp_5_2","EMP1-6",65
52904,"csp_4_3","EMP1-6",56
52915,"csp_3_5","EMP2-2",63
52918,"csp_5_2","EMP1-6",65
52924,"csp_3_7","EMP1-6",59
52929,"csp_5_4","EMP1-6",61
52931,"csp_3_8","EMP1-6",60
52946,"csp_4_6","EMP2-1",65
52962,"csp_4_5","EMP1-6",60
52963,"csp_5_6","EMP1-6",62
52964,"csp_6_7","EMP1-6",60
52966,"csp_4_6","EMP1-6",63
52967,"csp_5_2","EMP1-6",60
52969,"csp_6_2","EMP1-6",56
52983,"csp_6_3","EMP1-6",60
52985,"csp_6_4","EMP1-6",60
52987,"csp_4_2","EMP1-5",58
52994,"csp_5_4","EMP1-6",55
53015,"csp_5_5","EMP1-6",63
53019,"csp_5_6","EMP1-6",60
53021,"csp_3_7","EMP1-6",60
53024,"csp_6_7","EMP1-6",60
53026,"csp_5_2","EMP1-6",60
53033,"csp_5_2","EMP1-6",60
53047,"csp_5_2","EMP1-6",57
53066,"csp_6_7","EMP1-6",54
53085,"csp_6_7","EMP1-6",60
53097,"csp_3_1","EMP2-1",60
53099,"csp_4_6","EMP1-6",60
53103,"csp_1_1","EMP2-2",65
53107,"csp_5_4","EMP1-5",60
53119,"csp_4_5","EMP1-6",56
53135,"csp_6_3","EMP1-6",55
53140,"csp_6_8","EMP1-3",59
53157,"csp_6_3","EMP1-6",58
53166,"csp_5_6","EMP1-5",60
53167,"csp_5_2","EMP1-5",58
53171,"csp_6_3","EMP1-6",60
53199,"csp_5_2","EMP1-6",60
53204,"csp_6_4","EMP1-6",61
53209,"csp_6_8","EMP1-6",57
53211,"csp_2_3","EMP2-2",60
53222,"csp_5_6","EMP1-6",60
53226,"csp_5_2","EMP1-6",60
53235,"csp_5_6","EMP1-6",60
53236,"csp_5_6","EMP1-6",65
53241,"csp_4_6","EMP1-6",58
53245,"csp_5_6","EMP1-6",60
53270,"csp_6_9","EMP1-6",60
53280,"csp_6_7","EMP1-6",60
53286,"csp_4_3","EMP1-6",63
53290,"csp_6_7","EMP1-6",54
53292,"csp_5_6","EMP1-6",60
53293,"csp_2_2","EMP2-2",58
53303,"csp_2_1","EMP2-1",65
53313,"csp_5_2","EMP1-6",60
53316,"csp_6_8","EMP1-6",60
53332,"csp_3_8","EMP1-6",58
53339,"csp_5_3","EMP1-6",56
53340,"csp_4_2","EMP1-6",60
53348,"csp_2_2","EMP2-1",65
53367,"csp_6_2","EMP1-6",54
53374,"csp_6_8","EMP1-5",56
53378,"csp_4_2","EMP1-6",60
53383,"csp_5_4","EMP1-6",52
53385,"csp_6_7","EMP1-6",62
53386,"csp_5_2","EMP1-6",60
53391,"csp_5_2","EMP1-6",63
53392,"csp_5_6","EMP1-6",65
53393,"csp_5_2","EMP1-6",63
53400,"csp_6_3","EMP1-6",64
53403,"csp_6_4","EMP1-6",61
53414,"csp_6_7","EMP1-2",61
53442,"csp_4_8","EMP1-6",62
53454,"csp_5_6","EMP1-6",59
53456,"csp_5_2","EMP1-6",65
53462,"csp_6_8","EMP1-6",60
53475,"csp_5_2","EMP1-6",51
53494,"csp_5_2","EMP1-3",64
53506,"csp_4_3","EMP1-6",60
53511,"csp_6_2","EMP1-6",60
53514,"csp_5_6","EMP1-6",60
53521,"csp_4_6","EMP1-6",59
53522,"csp_6_4","EMP1-6",60
53523,"csp_6_2","EMP1-6",55
53525,"csp_3_8","EMP1-6",60
53539,"csp_5_6","EMP1-6",60
53546,"csp_5_6","EMP1-6",60
53550,"csp_5_6","EMP1-6",65
53559,"csp_3_4","EMP1-6",64
53562,"csp_4_8","EMP1-6",60
53573,"csp_5_6","EMP1-6",61
53584,"csp_6_7","EMP1-6",63
53592,"csp_6_4","EMP1-6",63
53601,"csp_2_1","EMP2-2",60
53602,"csp_5_2","EMP1-6",60
53603,"csp_5_4","EMP1-6",57
53609,"csp_5_6","EMP1-5",60
53612,"csp_5_6","EMP1-6",60
53621,"csp_6_4","EMP1-6",65
53648,"csp_5_4","EMP1-6",60
53654,"csp_6_7","EMP1-6",60
53663,"csp_6_5","EMP1-6",65
53681,"csp_1_1","EMP2-1",65
53700,"csp_3_7","EMP1-6",59
53710,"csp_6_4","EMP1-6",60
53717,"csp_2_1","EMP2-2",60
53724,"csp_5_2","EMP1-6",60
53725,"csp_6_9","EMP1-6",60
53726,"csp_4_6","EMP1-6",60
53737,"csp_5_6","EMP1-6",64
53741,"csp_5_3","EMP1-5",60
53744,"csp_5_6","EMP1-6",65
53761,"csp_6_4","EMP1-6",60
53767,"csp_4_3","EMP1-6",64
53770,"csp_5_5","EMP1-6",65
53775,"csp_2_3","EMP2-2",65
53783,"csp_6_7","EMP1-2",60
53793,"csp_6_3","EMP1-6",60
53796,"csp_5_6","EMP1-6",60
53803,"csp_6_7","EMP1-6",60
53812,"csp_6_7","EMP1-6",60
53827,"csp_5_6","EMP1-5",57
53836,"csp_2_3","EMP2-2",60
53837,"csp_5_2","EMP1-6",60
53844,"csp_1_3","EMP2-2",60
53845,"csp_6_3","EMP1-6",64
53871,"csp_5_2","EMP1-5",63
53873,"csp_4_3","EMP1-6",60
53887,"csp_3_1","EMP2-2",63
53919,"csp_6_7","EMP1-6",58
53923,"csp_4_6","EMP1-6",55
53946,"csp_4_2","EMP1-6",64
53947,"csp_4_6","EMP1-6",61
53950,"csp_6_7","EMP1-5",60
53959,"csp_5_6","EMP1-5",60
53961,"csp_5_4","EMP1-6",60
53963,"csp_5_2","EMP1-6",59
53970,"csp_6_8","EMP1-6",63
53988,"csp_5_2","EMP1-6",64
53999,"csp_5_4","EMP1-6",60
54009,"csp_2_2","EMP2-1",56
54048,"csp_4_2","EMP1-6",65
54064,"csp_6_7","EMP1-6",60
54065,"csp_4_6","EMP1-6",56
54072,"csp_6_8","EMP1-6",60
54080,"csp_5_2","EMP1-6",64
54097,"csp_6_4","EMP1-6",55
54100,"csp_6_4","EMP1-6",61
54108,"csp_5_2","EMP1-6",64
54112,"csp_4_6","EMP1-6",60
54117,"csp_6_7","EMP1-6",60
54121,"csp_2_2","EMP2-2",61
54134,"csp_4_7","EMP1-6",60
54138,"csp_6_8","EMP1-3",60
54141,"csp_5_2","EMP1-6",63
54143,"csp_6_2","EMP1-6",55
54144,"csp_4_6","EMP1-6",65
54160,"csp_6_8","EMP1-6",63
54161,"csp_5_2","EMP1-6",60
54167,"csp_4_7","EMP1-6",60
54177,"csp_5_4","EMP1-6",56
54184,"csp_6_8","EMP1-6",60
54192,"csp_1_3","EMP2-2",60
54197,"csp_5_2","EMP1-6",60
54199,"csp_1_1","EMP2-1",60
54210,"csp_6_7","EMP1-2",53
54215,"csp_6_3","EMP1-6",60
54225,"csp_3_3","EMP1-6",65
54234,"csp_5_2","EMP1-6",57
54236,"csp_5_3","EMP1-6",60
54240,"csp_5_4","EMP1-2",60
54253,"csp_6_7","EMP1-6",65
54258,"csp_1_3","EMP2-2",65
54266,"csp_5_2","EMP1-6",60
54270,"csp_2_3","EMP2-2",62
54283,"csp_6_5","EMP1-6",54
54286,"csp_6_5","EMP1-6",60
54287,"csp_3_4","EMP1-6",60
54290,"csp_5_4","EMP1-6",60
54297,"csp_4_7","EMP1-6",65
54300,"csp_4_8","EMP1-6",60
54308,"csp_6_7","EMP1-6",61
54323,"csp_6_7","EMP1-6",65
54328,"csp_6_3","EMP1-6",62
54339,"csp_6_8","EMP1-6",55
54345,"csp_4_6","EMP1-6",64
54361,"csp_1_3","EMP2-2",60
54364,"csp_4_6","EMP1-6",60
54372,"csp_6_8","EMP1-6",58
54374,"csp_6_8","EMP1-6",60
54375,"csp_2_2","EMP2-1",60
54401,"csp_3_7","EMP1-6",60
54403,"csp_4_5","EMP1-6",54
54406,"csp_3_8","EMP1-6",60
54415,"csp_5_2","EMP1-6",65
54420,"csp_5_2","EMP1-6",60
54425,"csp_3_8","EMP1-6",58
54426,"csp_2_2","EMP2-1",60
54436,"csp_3_7","EMP1-6",60
54448,"csp_5_3","EMP1-6",60
54449,"csp_5_4","EMP1-6",65
54450,"csp_5_6","EMP1-6",60
54452,"csp_6_8","EMP1-6",64
54454,"csp_4_2","EMP1-6",60
54455,"csp_4_6","EMP1-6",55
54459,"csp_3_8","EMP1-6",55
54469,"csp_4_3","EMP1-6",63
54484,"csp_2_2","EMP2-1",61
54492,"csp_5_5","EMP1-6",60
54497,"csp_3_1","EMP2-2",60
54499,"csp_6_7","EMP1-6",60
54508,"csp_5_2","EMP1-6",65
54520,"csp_4_6","EMP1-6",60
54540,"csp_4_5","EMP1-6",60
54546,"csp_4_8","EMP1-6",60
54547,"csp_4_8","EMP1-6",60
54578,"csp_6_2","EMP1-6",60
54583,"csp_5_6","EMP1-6",57
54586,"csp_6_7","EMP1-6",60
54591,"csp_4_5","EMP1-6",60
54592,"csp_5_6","EMP1-5",65
54594,"csp_6_4","EMP1-6",60
54603,"csp_5_3","EMP1-6",60
54616,"csp_2_2","EMP2-2",60
54627,"csp_5_2","EMP1-6",60
54635,"csp_6_8","EMP1-6",60
54645,"csp_6_4","EMP1-6",60
54653,"csp_6_3","EMP1-6",58
54661,"csp_6_7","EMP1-6",60
54663,"csp_3_7","EMP1-6",56
54664,"csp_5_5","EMP1-6",60
54666,"csp_5_4","EMP1-6",60
54667,"csp_5_2","EMP1-6",62
54689,"csp_6_8","EMP1-6",65
54699,"csp_5_6","EMP1-6",65
54702,"csp_5_2","EMP1-6",60
54720,"csp_4_2","EMP1-6",59
54722,"csp_5_4","EMP1-6",65
54729,"csp_6_3","EMP1-6",64
54733,"csp_3_8","EMP1-6",64
54734,"csp_5_2","EMP1-5",60
54756,"csp_4_3","EMP2-1",65
54775,"csp_6_2","EMP1-6",62
54776,"csp_3_8","EMP1-6",55
54782,"csp_6_5","EMP1-6",60
54786,"csp_5_5","EMP1-5",60
54795,"csp_2_2","EMP2-1",60
54802,"csp_5_6","EMP1-2",60
54812,"csp_6_9","EMP1-6",60
54817,"csp_5_2","EMP1-6",65
54825,"csp_5_2","EMP1-6",60
54839,"csp_6_7","EMP1-6",60
54845,"csp_5_2","EMP1-6",58
54875,"csp_5_2","EMP1-6",60
54878,"csp_1_1","EMP2-1",65
54881,"csp_6_4","EMP1-6",58
54887,"csp_4_6","EMP1-6",60
54894,"csp_4_6","EMP1-6",60
54919,"csp_4_5","EMP1-6",60
54933,"csp_4_5","EMP1-6",60
54936,"csp_6_5","EMP1-6",60
54958,"csp_6_7","EMP1-6",54
54962,"csp_2_1","EMP2-2",65
54973,"csp_1_1","EMP2-1",60
55000,"csp_5_2","EMP1-6",54
55002,"csp_3_1","EMP2-2",58
55009,"csp_3_1","EMP2-1",65
55012,"csp_4_2","EMP1-6",60
55014,"csp_4_7","EMP1-6",60
55025,"csp_6_9","EMP1-6",60
55033,"csp_2_3","EMP2-2",58
55051,"csp_4_8","EMP1-6",56
55054,"csp_1_1","EMP2-1",64
55056,"csp_4_7","EMP1-6",60
55075,"csp_2_1","EMP2-1",60
55081,"csp_6_2","EMP1-6",60
55084,"csp_6_2","EMP1-6",65
55103,"csp_3_8","EMP1-6",60
55106,"csp_3_8","EMP1-6",57
55107,"csp_6_3","EMP1-2",60
55108,"csp_4_5","EMP1-6",57
55113,"csp_5_4","EMP1-6",60
55116,"csp_5_2","EMP1-6",60
55121,"csp_6_4","EMP1-6",65
55127,"csp_4_6","EMP1-6",65
55131,"csp_5_2","EMP1-6",60
55136,"csp_6_4","EMP1-6",60
55138,"csp_6_7","EMP1-6",60
55145,"csp_2_3","EMP2-2",65
55149,"csp_5_4","EMP1-6",62
55151,"csp_5_6","EMP1-6",60
55168,"csp_6_7","EMP1-6",60
55192,"csp_5_2","EMP1-6",61
55196,"csp_5_6","EMP1-6",65
55201,"csp_5_4","EMP1-6",60
55212,"csp_6_7","EMP1-6",60
55216,"csp_6_7","EMP1-6",63
55224,"csp_5_2","EMP1-6",64
55231,"csp_5_2","EMP1-5",60
55245,"csp_6_3","EMP1-6",64
55247,"csp_2_2","EMP2-2",65
55258,"csp_5_2","EMP1-6",65
55262,"csp_5_4","EMP1-6",60
55268,"csp_4_2","EMP1-6",65
55275,"csp_6_5","EMP1-6",60
55278,"csp_1_1","EMP2-2",62
55279,"csp_5_4","EMP1-5",65
55281,"csp_5_3","EMP1-6",60
55282,"csp_6_4","EMP1-6",64
55283,"csp_2_2","EMP2-2",61
55292,"csp_6_7","EMP1-6",65
55304,"csp_3_7","EMP1-6",60
55323,"csp_4_6","EMP1-6",65
55337,"csp_5_6","EMP1-6",55
55341,"csp_6_4","EMP1-6",61
55347,"csp_2_1","EMP2-3",65
55348,"csp_6_2","EMP1-6",63
55353,"csp_1_3","EMP2-2",56
55354,"csp_5_2","EMP1-6",60
55358,"csp_5_2","EMP1-6",60
55359,"csp_5_5","EMP1-6",60
55364,"csp_6_8","EMP1-6",60
55374,"csp_6_7","EMP1-6",60
55379,"csp_3_8","EMP1-6",57
55381,"csp_1_1","EMP2-2",60
55383,"csp_1_3","EMP2-2",60
55394,"csp_5_2","EMP1-6",56
55395,"csp_6_8","EMP1-6",63
55411,"csp_5_2","EMP1-6",60
55414,"csp_6_2","EMP1-6",59
55423,"csp_3_8","EMP1-6",58
55426,"csp_5_2","EMP1-6",60
55433,"csp_5_5","EMP1-6",60
55439,"csp_5_2","EMP1-6",60
55446,"csp_2_3","EMP2-2",57
55449,"csp_5_5","EMP1-6",55
55453,"csp_6_9","EMP1-5",60
55454,"csp_4_7","EMP1-6",57
55455,"csp_6_5","EMP1-5",60
55457,"csp_5_6","EMP1-5",60
55460,"csp_4_2","EMP1-6",60
55468,"csp_1_1","EMP2-3",60
55469,"csp_4_2","EMP1-6",60
55482,"csp_5_2","EMP1-6",55
55490,"csp_5_6","EMP1-6",63
55495,"csp_5_2","EMP1-6",60
55498,"csp_4_8","EMP1-6",56
55516,"csp_6_7","EMP1-6",57
55518,"csp_1_1","EMP2-1",61
55539,"csp_6_5","EMP1-6",59
55547,"csp_4_2","EMP1-5",60
55548,"csp_4_2","EMP1-6",63
55563,"csp_5_6","EMP1-5",65
55567,"csp_5_4","EMP1-2",64
55571,"csp_1_1","EMP2-2",62
55579,"csp_1_1","EMP2-2",60
55589,"csp_6_7","EMP1-6",63
55614,"csp_6_8","EMP1-6",65
55620,"csp_6_7","EMP1-6",60
55627,"csp_6_2","EMP1-6",60
55633,"csp_5_2","EMP1-6",60
55642,"csp_6_2","EMP1-6",60
55650,"csp_3_7","EMP1-6",60
55654,"csp_5_2","EMP1-6",60
55659,"csp_5_5","EMP1-6",60
55663,"csp_4_8","EMP1-6",59
55667,"csp_6_7","EMP1-6",60
55670,"csp_5_5","EMP1-6",65
55676,"csp_6_4","EMP1-6",59
55687,"csp_5_4","EMP1-6",60
55688,"csp_5_4","EMP1-6",60
55698,"csp_5_6","EMP1-6",64
55702,"csp_5_2","EMP1-6",62
55706,"csp_5_4","EMP1-6",60
55709,"csp_5_2","EMP1-6",60
55719,"csp_6_7","EMP1-6",60
55731,"csp_5_2","EMP1-6",60
55739,"csp_5_6","EMP1-6",59
55740,"csp_3_3","EMP1-6",63
55743,"csp_5_6","EMP1-6",60
55745,"csp_2_1","EMP2-2",58
55766,"csp_6_3","EMP1-6",60
55803,"csp_3_5","EMP1-6",60
55806,"csp_6_3","EMP1-5",60
55807,"csp_5_2","EMP1-6",58
55811,"csp_6_3","EMP1-6",65
55829,"csp_5_6","EMP1-6",53
55839,"csp_6_7","EMP1-6",60
55840,"csp_5_4","EMP1-6",65
55841,"csp_5_6","EMP1-6",60
55845,"csp_6_3","EMP1-6",60
55847,"csp_5_6","EMP1-6",60
55853,"csp_5_2","EMP1-6",58
55880,"csp_6_7","EMP1-6",61
55881,"csp_6_7","EMP1-6",65
55886,"csp_5_4","EMP1-6",62
55893,"csp_6_7","EMP1-2",58
55898,"csp_6_7","EMP1-6",57
55911,"csp_5_5","EMP1-6",59
55919,"csp_6_3","EMP1-6",60
55921,"csp_1_1","EMP2-1",59
55927,"csp_4_2","EMP1-6",60
55939,"csp_6_4","EMP1-6",55
55955,"csp_6_4","EMP1-6",59
55963,"csp_4_8","EMP1-6",60
55974,"csp_2_2","EMP2-3",65
55989,"csp_5_2","EMP1-6",65
56006,"csp_5_2","EMP1-6",60
56030,"csp_5_2","EMP1-6",55
56038,"csp_5_2","EMP1-6",60
56045,"csp_5_2","EMP1-6",60
56052,"csp_6_3","EMP1-6",62
56064,"csp_1_1","EMP2-1",60
56066,"csp_6_4","EMP1-6",65
56070,"csp_6_7","EMP1-6",64
56082,"csp_5_3","EMP1-6",62
56088,"csp_6_8","EMP1-6",60
56092,"csp_1_1","EMP2-1",59
56104,"csp_6_8","EMP1-6",60
56111,"csp_5_2","EMP1-6",57
56113,"csp_3_8","EMP1-6",64
56119,"csp_6_8","EMP1-6",65
56141,"csp_6_4","EMP1-6",60
56145,"csp_5_4","EMP1-6",65
56151,"csp_5_6","EMP1-5",60
56163,"csp_6_3","EMP1-2",55
56171,"csp_5_4","EMP1-6",65
56188,"csp_5_2","EMP1-6",60
56190,"csp_1_1","EMP2-1",67
56198,"csp_6_7","EMP1-6",65
56206,"csp_5_5","EMP1-6",60
56219,"csp_4_8","EMP1-6",59
56220,"csp_6_4","EMP1-6",65
56221,"csp_5_6","EMP1-5",60
56223,"csp_2_2","EMP2-1",60
56229,"csp_6_4","EMP1-6",60
56231,"csp_6_8","EMP1-6",60
56232,"csp_5_2","EMP1-6",65
56248,"csp_2_1","EMP2-1",58
56253,"csp_6_3","EMP1-6",60
56261,"csp_5_6","EMP1-6",64
56263,"csp_4_2","EMP1-6",60
56266,"csp_6_7","EMP1-6",60
56271,"csp_5_3","EMP1-6",62
56283,"csp_6_5","EMP1-6",60
56291,"csp_6_5","EMP1-6",60
56297,"csp_6_3","EMP1-6",64
56298,"csp_6_4","EMP1-6",60
56302,"csp_4_6","EMP1-6",65
56304,"csp_2_1","EMP2-1",55
56327,"csp_5_6","EMP1-6",54
56328,"csp_5_6","EMP1-6",59
56335,"csp_6_7","EMP1-6",58
56347,"csp_5_6","EMP1-6",60
56359,"csp_5_2","EMP1-6",60
56363,"csp_4_2","EMP1-6",62
56372,"csp_4_6","EMP1-6",62
56378,"csp_4_7","EMP1-6",65
56382,"csp_4_8","EMP1-6",65
56398,"csp_5_2","EMP1-5",60
56402,"csp_5_4","EMP1-6",60
56405,"csp_5_6","EMP1-6",65
56406,"csp_5_5","EMP1-6",58
56407,"csp_6_8","EMP1-6",60
56408,"csp_3_7","EMP1-6",60
56416,"csp_5_5","EMP1-6",65
56424,"csp_6_2","EMP1-6",60
56432,"csp_6_7","EMP1-6",60
56433,"csp_5_6","EMP1-6",65
56447,"csp_2_1","EMP2-2",65
56450,"csp_6_2","EMP1-6",61
56452,"csp_5_6","EMP1-6",65
56459,"csp_3_8","EMP1-6",62
56466,"csp_2_3","EMP2-2",54
56469,"csp_4_6","EMP1-6",60
56477,"csp_6_5","EMP1-6",62
56480,"csp_5_6","EMP1-6",60
56481,"csp_5_4","EMP1-6",62
56482,"csp_5_5","EMP1-6",55
56493,"csp_2_3","EMP2-2",60
56501,"csp_5_2","EMP1-6",55
56510,"csp_3_5","EMP1-6",60
56515,"csp_5_5","EMP1-6",57
56526,"csp_5_6","EMP1-3",60
56537,"csp_3_8","EMP1-6",60
56538,"csp_5_2","EMP1-6",56
56539,"csp_6_7","EMP1-6",60
56551,"csp_5_2","EMP1-6",60
56564,"csp_1_1","EMP2-2",63
56567,"csp_5_5","EMP1-6",60
56588,"csp_5_2","EMP1-6",60
56593,"csp_6_8","EMP1-6",60
56599,"csp_5_4","EMP1-6",60
56604,"csp_6_4","EMP1-6",65
56605,"csp_6_3","EMP1-5",57
56611,"csp_3_4","EMP1-5",60
56634,"csp_6_4","EMP1-6",65
56653,"csp_6_2","EMP1-6",60
56659,"csp_5_5","EMP1-6",60
56660,"csp_4_6","EMP1-6",60
56663,"csp_4_3","EMP2-1",65
56668,"csp_5_2","EMP1-6",60
56685,"csp_5_2","EMP1-6",65
56688,"csp_6_4","EMP1-6",63
56692,"csp_5_4","EMP1-6",60
56694,"csp_4_8","EMP1-6",60
56700,"csp_4_2","EMP1-6",58
56705,"csp_5_6","EMP1-6",60
56709,"csp_5_2","EMP1-6",60
56714,"csp_6_3","EMP1-6",59
56716,"csp_3_3","EMP1-6",56
56717,"csp_5_3","EMP1-6",59
56723,"csp_4_2","EMP1-6",55
56730,"csp_5_6","EMP1-6",65
56737,"csp_4_5","EMP1-6",56
56756,"csp_3_4","EMP1-6",60
56760,"csp_6_9","EMP1-6",62
56762,"csp_6_8","EMP1-6",60
56764,"csp_1_3","EMP2-2",63
56765,"csp_6_7","EMP1-6",60
56777,"csp_2_1","EMP2-1",60
56778,"csp_5_4","EMP1-6",60
56780,"csp_5_6","EMP1-6",56
56803,"csp_5_2","EMP1-5",63
56804,"csp_5_4","EMP1-6",58
56806,"csp_4_7","EMP1-6",60
56812,"csp_5_6","EMP1-6",60
56817,"csp_3_3","EMP1-6",60
56866,"csp_4_6","EMP1-6",56
56878,"csp_5_6","EMP1-6",55
56896,"csp_5_4","EMP1-6",61
56898,"csp_5_4","EMP1-6",60
56934,"csp_6_2","EMP1-6",60
56938,"csp_5_6","EMP1-6",60
56946,"csp_5_4","EMP1-5",62
56953,"csp_4_2","EMP1-6",62
56954,"csp_3_8","EMP1-6",60
56959,"csp_5_2","EMP1-6",60
56983,"csp_6_3","EMP1-6",56
56985,"csp_6_8","EMP1-6",60
57003,"csp_1_3","EMP2-2",60
57011,"csp_2_1","EMP2-2",60
57017,"csp_3_4","EMP1-6",60
57021,"csp_5_4","EMP1-6",60
57022,"csp_4_6","EMP1-6",53
57026,"csp_5_6","EMP1-6",60
57031,"csp_4_6","EMP1-6",65
57052,"csp_5_2","EMP1-6",65
57057,"csp_6_5","EMP1-6",60
57072,"csp_2_1","EMP2-1",60
57073,"csp_2_2","EMP2-2",60
57078,"csp_5_2","EMP1-6",60
57084,"csp_5_6","EMP1-6",65
57092,"csp_5_4","EMP1-6",60
57099,"csp_6_3","EMP1-6",58
57113,"csp_2_1","EMP2-1",56
57116,"csp_5_4","EMP1-6",65
57126,"csp_6_7","EMP1-6",60
57132,"csp_5_2","EMP1-6",63
57145,"csp_3_8","EMP1-6",60
57151,"csp_5_3","EMP1-6",60
57166,"csp_5_2","EMP1-6",65
57171,"csp_6_3","EMP1-6",60
57173,"csp_2_2","EMP2-1",60
57175,"csp_6_2","EMP1-6",60
57179,"csp_3_1","EMP2-1",62
57180,"csp_6_4","EMP1-6",60
57194,"csp_5_4","EMP1-6",65
57198,"csp_6_7","EMP1-6",65
57206,"csp_5_6","EMP1-6",64
57218,"csp_6_7","EMP1-6",60
57227,"csp_5_2","EMP1-6",60
57234,"csp_6_2","EMP1-6",60
57250,"csp_6_8","EMP1-6",61
57266,"csp_5_5","EMP1-6",61
57270,"csp_4_2","EMP1-6",65
57281,"csp_6_2","EMP1-6",65
57287,"csp_5_2","EMP1-6",60
57292,"csp_6_2","EMP1-6",60
57302,"csp_6_7","EMP1-2",60
57303,"csp_4_5","EMP1-6",56
57309,"csp_5_2","EMP1-6",60
57322,"csp_6_2","EMP1-6",66
57331,"csp_6_3","EMP1-6",58
57342,"csp_4_5","EMP1-6",60
57343,"csp_3_8","EMP1-6",59
57363,"csp_5_3","EMP1-6",65
57379,"csp_5_6","EMP1-6",56
57381,"csp_6_7","EMP1-6",54
57390,"csp_6_5","EMP1-6",60
57392,"csp_4_7","EMP1-6",66
57404,"csp_5_4","EMP1-6",60
57407,"csp_5_2","EMP1-5",58
57408,"csp_5_4","EMP1-6",60
57417,"csp_6_2","EMP1-6",56
57432,"csp_5_6","EMP1-5",61
57448,"csp_5_2","EMP1-6",65
57453,"csp_5_4","EMP1-6",60
57455,"csp_5_2","EMP1-6",65
57468,"csp_6_7","EMP1-6",58
57474,"csp_5_3","EMP1-6",65
57478,"csp_5_2","EMP1-6",55
